Ad_Id,House_Type,Bedrooms,Bathrooms,Hydro,Heat,Water,Parking,Pet_Friendly,Air_Conditioning,Smoking,Laundry,Dishwasher,Fridge,Furnished,Gym,Pool,24_Hour_Security,Bicycle_Parking,Storage_Space,Elevator_in_Building,Personal_Outdoor_Space,Agreement,Region,Size,Rent
Ad ID 1550441572,Condo,2,2,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,Yes,Not Included,Not Included,Yes,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1,2100
Ad ID 1550447221,House,3,1.5,No,No,No,0,Yes,Yes,Yes,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1200,1490
Ad ID 1550456788,House,3 + Den,2,No,No,No,1,Yes,Yes,Yes,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1,1950
Ad ID 1550457017,Apartment,1 + Den,1,No,No,No,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1050
Ad ID 1550457021,Apartment,1,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,999
Ad ID 1550457025,Apartment,1,1,No,Yes,Yes,0,No,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,800
Ad ID 1550457032,Apartment,3,1,Yes,Yes,Yes,1,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,,1500
Ad ID 1550457043,Apartment,1,1,Yes,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,950
Ad ID 1550457047,Apartment,3,1,No,No,No,1,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1250
Ad ID 1550457366,Apartment,2,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,760,1179
Ad ID 1550457370,Apartment,1,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,590,1069
Ad ID 1550457374,Apartment,2,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,893,1229
Ad ID 1550457484,Apartment,2,1,No,No,No,0,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,850
Ad ID 1550457775,Apartment,Bachelor/Studio,1,No,No,No,1,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,725
Ad ID 1550457976,House,3,1,No,No,No,1,Yes,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,,1250
Ad ID 1550457985,Apartment,1,1,No,No,No,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,1050
Ad ID 1550458030,House,3,1,No,No,No,1,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,1250
Ad ID 1550458043,Apartment,2,1,No,No,No,1,Yes,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1550458262,Apartment,2,2,No,No,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor East East Walkerville,,1050
Ad ID 1550458697,Apartment,1,1,No,No,No,1,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1550458713,Apartment,1,1,No,No,No,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,1025
Ad ID 1550458857,Apartment,2,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1250
Ad ID 1550458925,Apartment,1,1,No,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Central West Walkerville Remington P,390,709
Ad ID 1550459949,Townhouse,2,1.5,No,No,No,1,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor West Forest Glade East Fontainbleu,,1550
Ad ID 1550460171,House,5+,1.5,No,No,No,1,Yes,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,,1900
Ad ID 1550470122,Townhouse,5+,3,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Riverside,2800,3000
Ad ID 1550474764,Apartment,1,1,No,Yes,Yes,3,Limited,Yes,Outdoors only,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,700,900
Ad ID 1550474983,Apartment,3,1,No,No,Yes,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Yard,1 Year,Windsor University South Cameron,1000,1500
Ad ID 1550475354,House,5+,2,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor University South Cameron,2000,400
Ad ID 1550475765,House,4,2.5,No,No,No,3,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South East Malden,2000,2500
Ad ID 1550480787,Apartment,2,1,Yes,Yes,Yes,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,1,1400
Ad ID 1550481205,Duplex/Triplex,3,2,No,No,No,1,Limited,No,Outdoors only,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,1600,1450
Ad ID 1550489510,Condo,1,1.5,No,No,Yes,1,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South Walkerville West Fontainbleu Walker,900,1695
Ad ID 1550491142,House,2,1,No,No,No,0,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,900,1225
Ad ID 1550491743,Duplex/Triplex,2,2,No,No,No,2,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Riverside,1300,1700
Ad ID 1550498333,Basement,2,1,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor South East Malden,1100,1650
Ad ID 1550501563,House,3,1.5,No,No,No,2,Yes,Yes,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East Forest Glade,1200,1825
Ad ID 1550502782,Condo,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Yes,Yes,Yes,Yes,Not Included,Not Included,Month-to-month,Windsor West Forest Glade East Fontainbleu,1,
Ad ID 1550504078,Apartment,1,1,No,No,Yes,1,Limited,Yes,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Not Included,Yard,1 Year,Windsor East East Walkerville,750,1250
Ad ID 1550505936,Apartment,2,1,No,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Not Included,Yard,1 Year,Windsor East East Walkerville,750,1450
Ad ID 1550513119,House,3 + Den,2,No,No,No,2,No,Yes,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Walkerville West Fontainbleu Walker,1000,1900
Ad ID 1547163261,Apartment,2,1,No,No,No,1,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor University South Cameron,950,1200
Ad ID 1547247467,Condo,2,1.5,Yes,Yes,Yes,1,Limited,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Not Included,Yes,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,955,1800
Ad ID 1547391080,House,5+,5,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor City Centre NW Walkerville,2000,650
Ad ID 1550428568,House,2,1,No,No,No,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1000,1500
Ad ID 1550457028,Basement,2,2,No,No,No,1,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,1200
Ad ID 1550514810,House,3,3,No,No,No,3,No,Yes,Outdoors only,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor West Forest Glade East Fontainbleu,1400,2250
Ad ID 1550551565,Duplex/Triplex,2 + Den,1,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,900,1375
Ad ID 1550555678,House,3,1,No,No,No,1,No,Yes,Outdoors only,Laundry (In Building),Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1200,1750
Ad ID 1550557625,Condo,2,2,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor South East Malden,1100,1700
Ad ID 1550570675,House,3,1,No,No,No,2,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,1500,1900
Ad ID 1550575200,Duplex/Triplex,3 + Den,2,Yes,Yes,No,0,Limited,Yes,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1300,1395
Ad ID 1550583447,House,3,2,No,No,No,2,Yes,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor University South Cameron,1,1800
Ad ID 1550588412,Basement,1,1,Yes,Yes,Yes,0,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South East Malden,1000,950
Ad ID 1550589809,Basement,1,1,Yes,Yes,Yes,1,Yes,Yes,Outdoors only,Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,Month-to-month,Windsor South East Malden,900,1350
Ad ID 1550596657,Apartment,2,1,Yes,No,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,1,1100
Ad ID 1550597403,House,3,1,No,No,No,2,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South Central West Walkerville Remington P,1200,1695
Ad ID 1550603088,Apartment,2,1,No,No,No,0,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,875
Ad ID 1550603180,Apartment,2,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,760,1179
Ad ID 1550603183,Apartment,2,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,893,1229
Ad ID 1550603186,Apartment,1,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,590,1069
Ad ID 1550603452,Apartment,2,1,No,No,No,1,Yes,No,No,Laundry (In Unit),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,,1150
Ad ID 1550603619,House,3,1,No,No,No,1,Yes,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,,1500
Ad ID 1550603636,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,No,No,No,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,1100
Ad ID 1550604026,Apartment,2,1,Yes,No,Yes,1,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East East Walkerville,,1300
Ad ID 1550604480,Apartment,1,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,850
Ad ID 1550604678,Apartment,1,1,Yes,No,Yes,0,Yes,No,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Sandwich Ojibway West Malden,,1000
Ad ID 1550605023,Duplex/Triplex,2,1,No,No,No,1,Limited,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor City Centre NW Walkerville,1,1150
Ad ID 1550605869,House,3,2,No,No,No,0,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,,1700
Ad ID 1550613306,Apartment,2,1,Yes,No,Yes,1,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Yes,Not Included,YardBalcony,1 Year,Windsor South Central West Walkerville Remington P,1200,1600
Ad ID 1550618422,Duplex/Triplex,4,2,No,No,No,1,Limited,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,1,1500
Ad ID 1550619988,Apartment,1,1,Yes,Yes,Yes,2,No,No,No,Laundry (In Building),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Yes,Yes,Not Included,Not Included,Month-to-month,Windsor South Central West Walkerville Remington P,700,1025
Ad ID 1550623134,Duplex/Triplex,1,1,No,No,No,0,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1,975
Ad ID 1550636755,House,2,1,Yes,Yes,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,750,1095
Ad ID 1550642471,Duplex/Triplex,2,1,Yes,Yes,Yes,0,No,Yes,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Month-to-month,Windsor South Central West Walkerville Remington P,760,1300
Ad ID 1550643328,Apartment,1 + Den,1,Yes,Yes,Yes,1,No,No,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,1000,1195
Ad ID 1550650766,House,3,2,No,No,No,3,No,Yes,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,1600,1800
Ad ID 1550651264,Condo,2,2,Yes,No,Yes,1,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,1150,2000
Ad ID 1550652193,Apartment,2,2,Yes,No,Yes,1,No,Yes,No,Laundry (In Unit),Yes,Yes,No,Yes,Not Included,Not Included,Yes,Yes,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,1150,2000
Ad ID 1550665493,House,1 + Den,1,Yes,Yes,Yes,1,No,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor University South Cameron,200,950
Ad ID 1550677954,Apartment,2,1,Yes,Yes,Yes,0,Yes,No,Yes,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Riverside,,1050
Ad ID 1550678361,Apartment,2,1,No,No,No,0,Yes,No,Yes,Not Included,Not Included,Not Included,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,,1050
Ad ID 1550681715,House,5+,2,Yes,Yes,Yes,3,No,Yes,No,Laundry (In Unit)Laundry (In Building),Yes,Yes,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor Sandwich Ojibway West Malden,1500,
Ad ID 1550694447,Basement,1,1,Yes,Yes,Yes,2,Limited,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor South East Malden,600,1170
Ad ID 1550708048,House,3,1,No,No,No,2,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor East East Walkerville,12000,1800
Ad ID 1550713000,Duplex/Triplex,3,1,Yes,Yes,Yes,1,Limited,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,850,
Ad ID 1550724947,House,5+,2,No,No,No,1,Limited,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor Sandwich Ojibway West Malden,2000,1850
Ad ID 1550754575,Apartment,2,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,1250
Ad ID 1550755947,Apartment,2,1,Yes,Yes,Yes,1,Yes,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,,1250
Ad ID 1550766301,Apartment,1,1,Yes,Yes,Yes,1,Limited,No,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor City Centre NW Walkerville,700,925
Ad ID 1550777272,House,3,1,No,No,No,1,No,Yes,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,2880,1749
Ad ID 1550777741,House,2,1,Yes,No,Yes,3,Yes,Yes,Outdoors only,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor University South Cameron,850,1400
Ad ID 1550787806,Duplex/Triplex,1 + Den,1,Yes,No,Yes,1,No,No,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor City Centre NW Walkerville,550,730
Ad ID 1550804197,Apartment,1,1,Yes,No,Yes,1,Limited,Yes,No,Not Included,Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Not Included,Yard,1 Year,Windsor East East Walkerville,750,1250
Ad ID 1550805858,Apartment,1,1,Yes,No,Yes,1,No,Yes,No,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Yes,Not Included,Yes,Not Included,Yard,1 Year,Windsor East East Walkerville,800,1250
Ad ID 1550807109,House,2,1,Yes,Yes,Yes,2,No,Yes,Outdoors only,Laundry (In Unit)Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor East Forest Glade,1100,1300
Ad ID 1550818217,House,4,2,No,No,No,3,No,Yes,No,Laundry (In Unit),Not Included,Not Included,Yes,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,YardBalcony,1 Year,Windsor City Centre NW Walkerville,1550,1950
Ad ID 1550825415,Apartment,5+,2,No,No,No,0,Yes,No,No,Laundry (In Unit),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Yard,1 Year,Windsor Sandwich Ojibway West Malden,,1800
Ad ID 1550825418,Apartment,1,1,Yes,Yes,Yes,0,Yes,No,No,Laundry (In Building),Yes,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,999
Ad ID 1550825424,Apartment,2,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1150
Ad ID 1550825431,Apartment,2,1,Yes,Yes,Yes,0,No,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,,1150
Ad ID 1550825466,Apartment,1,1,Yes,Yes,Yes,0,Limited,Not Available,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor South Central West Walkerville Remington P,,1100
Ad ID 1550825480,Apartment,2,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,1050
Ad ID 1550825497,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor City Centre NW Walkerville,,950
Ad ID 1550825523,Apartment,1,1,Yes,Yes,No,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Walkerville West Fontainbleu Walker,,950
Ad ID 1550825596,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,Limited,Not Available,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,,775
Ad ID 1550825605,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor Riverside,,925
Ad ID 1550825624,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Balcony,1 Year,Windsor University South Cameron,,1100
Ad ID 1550825626,House,3,1,No,No,No,0,No,Yes,Outdoors only,Not Included,Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor East Forest Glade,,1300
Ad ID 1550825944,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,800
Ad ID 1550825968,Apartment,2,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,1050
Ad ID 1550825973,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor West Forest Glade East Fontainbleu,,950
Ad ID 1550826139,Apartment,Bachelor/Studio,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,Not Included,1 Year,Windsor South Central West Walkerville Remington P,,800
Ad ID 1550826184,Apartment,1,1,Yes,Yes,Yes,0,Limited,No,Outdoors only,Laundry (In Building),Not Included,Yes,No,Not Included,Not Included,Not Included,Not Included,Not Included,Yes,Balcony,1 Year,Windsor East East Walkerville,,895
